"","type","airTemperature_K","processTemperature_K","rotationalSpeed_rpm","torque_nm","toolWear_min","target"
"2543","H",299.2,308.9,1712,26.4,95,0
"2544","L",299.3,309,1786,23.5,100,0
"2545","L",299.2,309,1951,21.4,102,0
"2546","M",299.2,309,1541,36.3,104,0
"2547","L",299.2,309.1,1605,34.3,107,0
"2548","L",299.2,309.1,1578,38.1,109,0
"2549","M",299.3,309.2,1440,37.5,111,0
"2550","L",299.4,309.2,1489,42.3,114,0
"2551","L",299.4,309.3,1366,48.4,116,0
"2552","L",299.3,309.2,1541,37.2,118,0
"2553","H",299.3,309.1,1552,40.7,120,0
"2554","L",299.3,309.1,1473,40.3,125,0
"2555","L",299.3,309.1,1531,37.9,127,0
"2556","L",299.3,309.2,1511,37.2,129,0
"2557","M",299.3,309.1,1449,47.9,131,0
"2558","M",299.4,309.1,1440,50,134,0
"2559","M",299.2,309,1881,23.9,137,0
"2560","L",299.3,309,1447,50.4,140,0
"2561","M",299.4,309.1,1326,62,142,0
"2562","L",299.4,309.2,1607,31.7,145,0
"2563","L",299.3,309.1,1551,39.1,147,0
"2564","L",299.3,309.1,1496,37.2,149,0
"2565","L",299.3,309.1,1493,38,151,0
"2566","L",299.4,309.1,1304,50.5,153,0
"2567","M",299.3,309,1420,41.6,155,0
"2568","L",299.4,309.1,1766,24.6,158,0
"2569","L",299.6,309.2,1450,43.1,160,0
"2570","H",299.5,309.2,1872,22.6,162,0
"2571","L",299.6,309.2,1713,26.5,167,0
"2572","M",299.5,309.2,1497,40.9,169,0
"2573","M",299.4,309.1,1352,44.7,172,0
"2574","L",299.5,309.2,1499,41.5,175,0
"2575","L",299.5,309.3,1972,19.3,177,0
"2576","L",299.5,309.3,1422,49.2,179,0
"2577","L",299.5,309.3,1523,41.5,181,0
"2578","L",299.5,309.4,1563,41.5,183,0
"2579","L",299.4,309.3,1391,46.6,185,0
"2580","L",299.3,309.1,1795,24.7,187,0
"2581","L",299.3,309.1,1293,53.7,189,0
"2582","L",299.2,309.1,1345,60.7,191,1
"2583","L",299.2,309,1615,33.7,193,0
"2584","L",299.2,308.9,1342,50.8,195,0
"2585","L",299.1,308.8,1502,46.7,197,0
"2586","M",299,308.7,1620,35.4,199,0
"2587","L",299,308.7,1537,42.8,202,0
"2588","L",299,308.7,2248,16.8,204,0
"2589","L",299,308.7,1706,28.6,206,0
"2590","L",299,308.7,2250,16.6,208,0
"2591","L",299,308.7,1396,48.6,0,0
"2592","L",298.9,308.6,1522,46.4,2,0
"2593","L",298.9,308.6,1539,45.4,4,0
"2594","H",298.9,308.5,1415,54,6,0
"2595","L",298.8,308.5,1446,37,11,0
"2596","M",298.8,308.6,1486,41.1,13,0
"2597","L",299,308.7,1426,38.6,16,0
"2598","L",299,308.7,1449,38.9,18,0
"2599","L",299.1,308.8,1320,67.5,20,1
"2600","M",299.2,308.9,1447,39.6,22,0
"2601","L",299.3,309,1422,47.3,25,0
"2602","L",299.3,309.1,1399,52.1,27,0
"2603","L",299.4,309.2,1427,41.5,29,0
"2604","M",299.3,309.2,1334,46.3,31,0
"2605","M",299.3,309.1,1385,45.6,34,0
"2606","L",299.4,309.2,1552,37.4,37,0
"2607","H",299.4,309.3,1534,37.5,39,0
"2608","L",299.4,309.3,1448,48.6,44,0
"2609","L",299.5,309.3,1409,44.7,46,0
"2610","L",299.4,309.2,1621,34.5,48,0
"2611","H",299.4,309.1,1547,40.9,50,0
"2612","L",299.4,309.1,1957,22.1,55,0
"2613","L",299.4,309.1,2421,14.2,57,0
"2614","M",299.3,309.1,1571,38.3,59,0
"2615","L",299.3,309.1,1634,36.8,62,0
"2616","L",299.3,309,1516,38.7,64,0
"2617","L",299.4,309.1,1207,66.5,66,0
"2618","L",299.4,309.1,1670,35.9,68,0
"2619","M",299.4,309.1,1461,48.6,70,0
"2620","L",299.4,309.2,1569,40.8,73,0
"2621","L",299.4,309.2,1556,35.7,75,0
"2622","M",299.5,309.3,1506,41.5,77,0
"2623","M",299.6,309.4,1642,30.3,80,0
"2624","M",299.6,309.4,1283,62.1,83,0
"2625","H",299.7,309.5,1375,46.8,86,0
"2626","L",299.7,309.4,1399,39.9,91,0
"2627","L",299.7,309.4,1650,29.8,93,0
"2628","M",299.8,309.6,1346,53.2,95,0
"2629","H",299.9,309.6,1410,51.2,98,0
"2630","L",300,309.7,1586,37.8,103,0
"2631","L",300,309.8,1372,39.6,105,0
"2632","H",300,309.7,1529,42.4,107,0
"2633","M",300,309.7,1652,28.6,112,0
"2634","L",300.1,309.8,1532,39.8,115,0
"2635","L",300,309.7,1554,32,117,0
"2636","H",299.9,309.6,1462,51,119,0
"2637","L",299.9,309.6,1254,61.3,124,0
"2638","L",299.9,309.6,1294,49.7,126,0
"2639","L",299.8,309.5,1739,27.5,128,0
"2640","M",299.8,309.4,1412,47.8,130,0
"2641","M",299.9,309.5,1372,56.2,133,0
"2642","H",299.8,309.5,1420,46.7,136,0
"2643","L",299.8,309.5,1542,40.3,141,0
"2644","M",299.8,309.4,1401,48.1,143,0
"2645","L",299.8,309.4,1510,42.5,146,0
"2646","H",299.9,309.5,1547,38.5,148,0
"2647","M",299.8,309.5,1453,43.2,153,0
"2648","L",299.8,309.4,1408,45.6,156,0
"2649","L",299.8,309.4,1436,51.6,158,0
"2650","M",299.9,309.5,1582,38.2,160,0
"2651","L",299.9,309.6,1280,59.3,163,0
"2652","L",299.9,309.5,2008,20.4,165,0
"2653","L",299.9,309.5,1772,23.5,167,0
"2654","L",299.9,309.5,1779,26.1,169,0
"2655","L",299.9,309.5,1567,35.5,171,0
"2656","M",299.8,309.4,1751,27,173,0
"2657","L",299.9,309.5,1349,51.3,176,0
"2658","M",300,309.5,1425,40.8,178,0
"2659","L",300,309.4,1395,44.5,181,0
"2660","H",299.8,309.3,1595,32.1,183,0
"2661","L",299.8,309.3,1291,56.4,188,0
"2662","M",299.9,309.4,1509,42.8,190,0
"2663","M",299.9,309.4,1483,38.1,193,0
"2664","L",299.9,309.3,1620,31.1,196,0
"2665","M",299.9,309.4,1487,42.2,198,0
"2666","L",299.8,309.4,2256,15.9,201,0
"2667","H",299.7,309.2,1691,27.7,203,0
"2668","M",299.8,309.3,1663,35.2,208,0
"2669","M",299.8,309.3,1640,31.1,211,0
"2670","H",299.7,309.3,1494,37.8,214,0
"2671","L",299.8,309.4,1467,46.2,219,0
"2672","M",299.7,309.3,1399,41.9,221,1
"2673","L",299.7,309.3,1445,42.6,0,0
"2674","L",299.8,309.4,1480,40.9,2,0
"2675","L",299.7,309.3,1546,37.2,4,0
"2676","L",299.7,309.3,1574,35.8,6,0
"2677","L",299.7,309.3,1592,34.2,8,0
"2678","L",299.8,309.5,1495,39.6,10,0
"2679","L",299.8,309.6,1447,43.1,12,0
"2680","L",299.8,309.5,1476,44.4,14,0
"2681","L",299.8,309.5,1641,27.1,16,0
"2682","L",299.8,309.5,1545,32.2,18,0
"2683","M",299.9,309.6,1364,44.4,20,0
"2684","L",299.8,309.5,1590,28.5,23,0
"2685","L",299.8,309.4,1460,37.4,25,0
"2686","L",299.8,309.4,1609,32.5,27,0
"2687","L",299.8,309.4,1633,27.5,29,0
"2688","L",299.9,309.4,1348,52.8,31,0
"2689","L",299.9,309.4,1322,53.9,33,0
"2690","L",300,309.5,1641,30.1,35,0
"2691","L",300,309.5,1728,26,37,0
"2692","L",300,309.6,1431,47.7,39,0
"2693","L",300.1,309.7,1641,30.4,41,0
"2694","M",300.1,309.6,1622,36.1,43,0
"2695","M",300.1,309.6,1625,38,46,0
"2696","L",300,309.5,1869,22.7,49,0
"2697","L",300,309.6,1452,46,51,0
"2698","L",300,309.6,1618,28.7,53,0
"2699","L",300,309.4,2010,20,55,0
"2700","L",299.9,309.4,1363,60.9,57,0
"2701","L",299.9,309.3,1473,40.4,59,0
"2702","L",299.9,309.2,1333,50.8,61,0
"2703","L",299.8,309.2,1760,25.9,63,0
"2704","M",299.8,309.2,1372,58.2,65,0
"2705","M",299.7,309.2,1608,34.4,68,0
"2706","L",299.7,309.2,1326,64.8,71,0
"2707","M",299.6,309.1,1560,37.1,73,0
"2708","M",299.6,309,1539,36.1,76,0
"2709","L",299.6,309.1,2266,15.3,79,0
"2710","L",299.6,309.1,1641,35.8,81,0
"2711","L",299.6,309.1,1574,39.2,83,0
"2712","L",299.6,309.1,1407,50.6,85,0
"2713","H",299.7,309.2,1302,55.5,87,0
"2714","M",299.6,309.2,1651,30.8,92,0
"2715","M",299.6,309.1,1366,55.2,95,0
"2716","M",299.5,309,1701,28.6,98,0
"2717","L",299.5,309,1498,44.6,101,0
"2718","M",299.5,309.1,1422,45.3,103,0
"2719","L",299.5,309.1,1357,47.3,106,0
"2720","L",299.5,309.2,1690,29.2,108,0
"2721","L",299.6,309.2,1559,39.1,110,0
"2722","M",299.6,309.3,1553,32.4,112,0
"2723","L",299.6,309.3,1558,34.8,115,0
"2724","L",299.7,309.4,1362,51.9,117,0
"2725","M",299.8,309.3,1470,42.7,119,0
"2726","L",299.8,309.4,1555,34.8,122,0
"2727","M",299.8,309.4,1423,42.9,124,0
"2728","L",299.7,309.3,1434,38.5,127,0
"2729","L",299.7,309.3,1779,25.5,129,0
"2730","L",299.7,309.3,1417,54.6,131,0
"2731","L",299.6,309.2,1425,45.9,133,0
"2732","M",299.7,309.2,1597,32.9,135,0
"2733","L",299.7,309.2,1346,57.4,138,0
"2734","L",299.7,309.2,1422,40.4,140,0
"2735","H",299.7,309.2,1572,32.8,142,0
"2736","L",299.7,309.2,1412,45.4,147,0
"2737","M",299.7,309.1,1576,36.4,149,0
"2738","M",299.7,309.1,1508,41.2,152,0
"2739","M",299.8,309.1,1496,44.4,155,0
"2740","L",299.8,309.2,1572,35.4,158,0
"2741","L",299.6,309,1525,42.8,160,0
"2742","L",299.6,309,1378,51.9,162,0
"2743","L",299.6,309.1,1369,51.4,164,0
"2744","L",299.6,309.1,1476,45.3,166,0
"2745","L",299.7,309.2,1620,30,168,0
"2746","M",299.7,309.1,1603,38.5,170,0
"2747","L",299.7,309.2,1411,46.1,173,0
"2748","L",299.7,309.2,1616,31.6,175,0
"2749","L",299.7,309.2,1631,35.1,177,0
"2750","M",299.7,309.2,1685,28.9,179,1
"2751","H",299.7,309.2,1456,40.6,182,0
"2752","L",299.7,309.1,1417,50.1,187,0
"2753","M",299.7,309.1,1851,24.7,189,0
"2754","L",299.7,309.1,1715,27.8,192,0
"2755","H",299.6,309.1,1630,32.3,194,0
"2756","L",299.7,309.2,1478,38.8,199,0
"2757","L",299.7,309.2,1781,29.6,201,0
"2758","L",299.8,309.2,1439,36.1,203,0
"2759","M",299.7,309.2,1412,45.3,205,0
"2760","L",299.7,309.1,1483,41.1,208,0
"2761","L",299.8,309.2,1400,42.6,210,0
"2762","L",299.8,309.3,1299,65.1,212,1
"2763","L",299.8,309.2,1479,44.4,214,0
"2764","L",299.8,309.2,1491,47.5,216,0
"2765","M",299.9,309.3,1389,52.8,0,0
"2766","M",299.9,309.4,1399,54.8,3,0
"2767","M",299.9,309.4,1889,26,6,0
"2768","L",300,309.5,1925,21.9,9,0
"2769","L",300,309.5,1675,30.2,11,0
"2770","M",300,309.6,1477,38.1,13,0
"2771","L",300,309.6,1364,45.9,16,0
"2772","L",299.9,309.5,1451,39.4,18,0
"2773","L",299.9,309.4,1467,41.2,20,0
"2774","L",299.9,309.4,1858,22.5,22,0
"2775","L",300.1,309.4,1559,39.7,24,0
"2776","L",300.1,309.4,1560,47.7,26,0
"2777","L",300.1,309.4,1453,47.6,28,0
"2778","L",300.1,309.4,1464,41.7,30,0
"2779","L",300,309.4,1308,50.2,32,0
"2780","L",300.1,309.5,1353,50.9,34,0
"2781","M",300.2,309.6,1556,35.8,36,0
"2782","L",300.2,309.5,2183,17.8,39,0
"2783","M",300.2,309.6,1491,41.8,41,0
"2784","M",300.2,309.6,1528,35.1,44,0
"2785","L",300.2,309.6,1430,52.7,47,0
"2786","L",300.2,309.5,1495,32.6,49,0
"2787","M",300.2,309.5,1630,28.3,51,0
"2788","M",300.3,309.6,1524,38.4,54,0
"2789","L",300.3,309.6,1326,52.4,57,0
"2790","H",300.3,309.5,1438,44,59,0
"2791","L",300.4,309.6,1356,45.9,64,0
"2792","H",300.4,309.6,1416,43.3,66,0
"2793","L",300.4,309.7,1584,32.6,71,0
"2794","L",300.3,309.6,1597,31.8,73,0
"2795","L",300.4,309.6,1553,43.9,75,0
"2796","M",300.3,309.5,1405,49.4,77,0
"2797","L",300.2,309.5,1539,35.3,80,0
"2798","M",300.3,309.6,1398,53.7,82,0
"2799","L",300.3,309.6,1568,39.6,85,0
"2800","L",300.3,309.6,1404,44.6,87,0
"2801","M",300.2,309.5,1500,45.7,89,0
"2802","M",300.2,309.5,1642,28.8,92,0
"2803","M",300.3,309.6,1509,46.6,95,0
"2804","L",300.2,309.5,1343,50.2,98,0
"2805","L",300.1,309.5,1450,40.1,100,0
"2806","L",300,309.4,1460,43.5,102,0
"2807","L",300,309.3,1364,41.2,104,0
"2808","M",299.9,309.3,1452,41.9,106,0
"2809","L",299.9,309.3,1471,41.8,109,0
"2810","L",299.9,309.2,1598,34.6,111,0
"2811","L",299.8,309.1,1772,24.8,113,0
"2812","L",299.9,309.2,1761,25.6,115,0
"2813","M",300,309.3,1413,40.7,117,0
"2814","L",300,309.3,1887,22.6,120,0
"2815","L",300,309.3,1395,56.5,122,0
"2816","M",300.1,309.4,1569,31.6,124,0
"2817","L",300.1,309.4,1434,47.3,127,0
"2818","L",300.2,309.5,1417,41.1,129,0
"2819","L",300.2,309.5,1729,28.4,131,0
"2820","L",300.2,309.5,1356,51.1,133,0
"2821","L",300.2,309.5,1436,48.8,135,0
"2822","M",300.3,309.6,1419,42.5,137,0
"2823","L",300.3,309.6,1593,38.1,140,0
"2824","M",300.3,309.5,1320,62.2,142,0
"2825","M",300.3,309.5,1448,42.4,145,0
"2826","L",300.3,309.4,1470,33.5,148,0
"2827","M",300.3,309.4,1612,33.1,150,0
"2828","L",300.4,309.4,1412,51.6,153,0
"2829","M",300.4,309.4,1875,23.9,155,0
"2830","L",300.3,309.3,1612,36,158,0
"2831","M",300.4,309.3,1411,41.6,160,0
"2832","M",300.3,309.2,1490,47.9,163,0
"2833","M",300.4,309.3,1467,40.3,166,0
"2834","L",300.3,309.2,1807,26.4,169,0
"2835","L",300.3,309.1,1368,46,171,0
"2836","L",300.3,309.2,1572,32,173,0
"2837","M",300.3,309.1,1458,44.3,175,0
"2838","L",300.3,309.1,1699,30.3,178,0
"2839","L",300.3,309.3,1478,39.5,180,0
"2840","M",300.4,309.4,1362,42.1,182,0
"2841","H",300.4,309.4,1487,38.9,185,0
"2842","L",300.3,309.4,1705,29.4,190,0
"2843","L",300.3,309.3,1345,53.5,192,0
"2844","L",300.3,309.2,1532,40.2,194,0
"2845","L",300.3,309.2,1650,35.2,196,0
"2846","L",300.3,309.2,1398,54.4,198,0
"2847","L",300.3,309.2,1412,44.8,200,0
"2848","L",300.4,309.3,1525,39.6,202,0
"2849","M",300.3,309.3,1391,57.9,204,0
"2850","L",300.4,309.3,1766,28.2,207,0
"2851","L",300.4,309.3,1671,35,209,0
"2852","L",300.5,309.3,1373,48.8,211,0
"2853","M",300.5,309.4,1347,50.1,213,0
"2854","M",300.5,309.3,1539,39.1,216,0
"2855","L",300.5,309.3,1470,40.8,219,0
"2856","L",300.5,309.3,1528,37,221,0
"2857","H",300.5,309.3,1471,45.2,223,0
"2858","M",300.4,309.2,1528,37.2,228,0
"2859","L",300.5,309.3,1417,51.5,231,1
"2860","L",300.6,309.4,1549,43.4,233,0
"2861","H",300.6,309.4,1463,49.2,235,0
"2862","L",300.7,309.5,1479,43.6,240,0
"2863","L",300.6,309.5,1867,23,242,0
"2864","L",300.6,309.4,1471,44.1,244,0
"2865","H",300.6,309.4,1380,47.6,246,1
"2866","H",300.7,309.7,1623,32.7,0,0
"2867","L",300.8,309.7,1997,20.7,5,0
"2868","H",300.7,309.6,1390,48.5,7,0
"2869","L",300.8,309.7,1418,46.6,12,0
"2870","L",300.8,309.7,1519,35.8,14,0
"2871","M",300.8,309.7,1519,39.7,16,0
"2872","M",300.7,309.6,1536,37.2,19,0
"2873","L",300.8,309.6,1680,28.7,22,0
"2874","H",300.6,309.4,1555,37.9,24,0
"2875","L",300.6,309.5,1471,49.6,29,0
"2876","M",300.5,309.4,1877,23.8,31,0
"2877","M",300.5,309.3,1578,30.5,34,0
"2878","M",300.5,309.4,1655,32.1,37,0
"2879","H",300.5,309.4,1502,34.3,40,0
"2880","M",300.6,309.4,1367,63.2,45,1
"2881","L",300.7,309.5,1541,37.2,48,0
"2882","M",300.6,309.6,1588,37,50,0
"2883","L",300.6,309.6,1684,32.8,53,0
"2884","L",300.6,309.5,1437,40,55,0
"2885","L",300.6,309.6,1409,42.4,57,0
"2886","M",300.5,309.5,1320,49.9,59,0
"2887","H",300.5,309.5,1635,34.2,62,0
"2888","M",300.5,309.5,1691,27.6,67,0
"2889","M",300.6,309.6,1365,50,70,0
"2890","M",300.7,309.7,1523,38.2,73,0
"2891","L",300.6,309.7,1593,32.4,76,0
"2892","L",300.6,309.6,1682,30.7,78,0
"2893","L",300.7,309.6,1329,54.3,80,0
"2894","M",300.7,309.6,1568,35.2,82,0
"2895","L",300.7,309.6,1733,24.8,85,0
"2896","M",300.7,309.6,1473,48.1,87,0
"2897","M",300.7,309.5,1633,31.3,90,0
"2898","M",300.6,309.5,1530,40.2,93,0
"2899","M",300.6,309.5,1550,40.2,96,0
"2900","L",300.6,309.4,1410,40.6,99,0
"2901","L",300.5,309.3,1574,33.5,101,0
"2902","L",300.6,309.4,1425,40.3,103,0
"2903","M",300.6,309.4,1541,35.2,105,0
"2904","M",300.7,309.5,1733,26.7,108,0
"2905","L",300.6,309.4,2496,13.5,111,0
"2906","L",300.6,309.4,1552,36.4,113,0
"2907","L",300.6,309.3,1409,38.7,115,0
"2908","M",300.6,309.4,1581,35.7,117,0
"2909","L",300.7,309.5,1251,59.9,120,0
"2910","L",300.7,309.6,1500,44.1,122,0
"2911","L",300.6,309.5,1576,38.8,124,0
"2912","M",300.7,309.5,1352,44,126,0
"2913","L",300.7,309.6,1661,30.3,129,0
"2914","L",300.7,309.6,1541,34.6,131,0
"2915","H",300.6,309.6,1888,20.5,133,0
"2916","L",300.5,309.5,1255,62.1,138,0
"2917","L",300.6,309.6,1411,41.6,140,0
"2918","L",300.6,309.5,1516,39,142,0
"2919","M",300.6,309.5,1492,34,144,0
"2920","L",300.6,309.6,1726,30,147,0
"2921","L",300.7,309.7,1598,33.7,149,0
"2922","L",300.8,309.8,1657,31.1,151,0
"2923","L",300.8,309.7,1481,38.1,153,0
"2924","M",300.7,309.7,1397,51.3,155,0
"2925","L",300.8,309.7,1461,44.3,158,0
"2926","M",300.7,309.6,1388,51.1,160,0
"2927","L",300.7,309.7,1507,52.4,163,0
"2928","M",300.7,309.6,1421,49.8,165,0
"2929","M",300.8,309.7,1258,54.9,168,0
"2930","M",300.8,309.7,1482,39,171,0
"2931","H",300.7,309.6,1403,51.3,174,0
"2932","L",300.8,309.7,1373,45.4,179,0
"2933","L",300.9,309.7,1460,42.1,181,0
"2934","M",300.8,309.7,1751,27.9,183,0
"2935","M",300.8,309.6,1546,42.3,186,0
"2936","M",300.8,309.7,1680,28.2,189,0
"2937","M",300.9,309.7,1394,48.8,192,0
"2938","L",300.7,309.6,1810,26,195,0
"2939","L",300.7,309.5,1479,34.5,197,0
"2940","L",300.9,309.7,1431,41.4,199,0
"2941","L",300.9,309.7,2355,14.4,201,0
"2942","M",300.7,309.6,1996,19.8,203,1
"2943","L",300.7,309.5,1461,49.9,0,0
"2944","H",300.7,309.5,2007,19.7,2,0
"2945","L",300.7,309.6,1505,34.9,7,0
"2946","H",300.7,309.6,1925,20.5,9,0
"2947","M",300.7,309.5,1622,30.5,14,0
"2948","L",300.7,309.5,1592,29,17,0
"2949","L",300.7,309.5,1850,24.5,19,0
"2950","M",300.7,309.5,1470,48.7,21,0
"2951","M",300.7,309.5,1445,46.4,24,0
"2952","L",300.7,309.5,1685,31.1,27,0
"2953","H",300.7,309.5,1667,30.5,29,0
"2954","L",300.7,309.5,1578,35.4,34,0
"2955","H",300.6,309.4,1691,28,36,0
"2956","M",300.7,309.5,1439,43.8,41,0
"2957","M",300.8,309.6,1404,38.7,44,0
"2958","L",300.8,309.6,1498,45.8,47,0
"2959","M",300.8,309.5,1481,44.5,49,0
"2960","M",300.7,309.4,1589,35,52,0
"2961","L",300.7,309.5,1467,44.3,55,0
"2962","L",300.6,309.4,1654,32.8,57,0
"2963","L",300.7,309.5,1508,39.9,59,0
"2964","M",300.7,309.6,1439,43,61,0
"2965","L",300.7,309.5,1692,30.3,64,0
"2966","M",300.7,309.5,1838,24.9,66,0
"2967","L",300.6,309.3,1601,40.2,69,0
"2968","L",300.6,309.4,1369,51.6,71,0
"2969","M",300.6,309.4,1312,45.2,73,0
"2970","L",300.6,309.4,1468,44.1,76,0
"2971","M",300.6,309.4,1452,39.4,78,0
"2972","M",300.7,309.5,1393,43.9,81,0
"2973","M",300.6,309.4,1432,44.2,84,0
"2974","M",300.6,309.3,1510,46,87,0
"2975","M",300.6,309.4,1521,37.2,90,0
"2976","H",300.5,309.4,1360,46.2,93,0
"2977","M",300.5,309.3,1881,25.5,98,0
"2978","L",300.4,309.3,1413,50.3,101,0
"2979","H",300.5,309.4,1642,36.2,103,0
"2980","L",300.5,309.5,1542,38.5,108,0
"2981","L",300.4,309.5,1447,39.3,110,0
"2982","H",300.4,309.4,1530,40.4,112,0
"2983","L",300.5,309.5,1795,27.7,117,0
"2984","L",300.6,309.6,1290,57.4,119,0
"2985","L",300.6,309.7,1639,30.4,121,0
"2986","L",300.7,309.8,1596,31.5,123,0
"2987","L",300.6,309.8,1455,48,125,0
"2988","M",300.6,309.8,1659,28.9,127,0
"2989","M",300.6,309.8,1532,42.5,130,0
"2990","L",300.6,309.8,1502,42.4,133,0
"2991","L",300.6,309.8,1688,28.6,135,0
"2992","M",300.5,309.7,1341,50.9,137,0
"2993","M",300.5,309.7,1685,29.4,140,0
"2994","M",300.5,309.8,1370,55.9,143,0
"2995","L",300.5,309.8,1461,52.5,146,0
"2996","L",300.5,309.8,1550,37.4,148,0
"2997","M",300.5,309.8,1508,37.8,150,0
"2998","L",300.5,309.8,1345,62.7,153,0
"2999","L",300.5,309.7,1616,34.5,155,0
"3000","L",300.5,309.7,1395,61,157,0
"3001","H",300.5,309.8,1324,72.8,159,1
"3002","L",300.5,309.8,1445,43.9,164,0
"3003","M",300.5,309.8,1555,38.9,166,0
"3004","M",300.6,309.9,1449,42.4,169,0
"3005","M",300.5,309.9,1466,53.2,172,0
"3006","L",300.5,309.9,1503,37.4,175,0
"3007","L",300.4,309.7,1488,35.7,177,0
"3008","L",300.4,309.7,1314,50.2,179,0
"3009","M",300.4,309.7,1547,38,181,0
"3010","M",300.4,309.7,1466,39.8,184,0
"3011","L",300.3,309.6,1537,37.1,187,0
"3012","M",300.2,309.5,1434,51.5,189,0
"3013","L",300.4,309.6,1432,44.7,192,0
"3014","L",300.5,309.6,1390,48.4,194,0
"3015","L",300.5,309.7,1580,42.8,196,0
"3016","L",300.5,309.7,1589,30.5,198,0
"3017","L",300.5,309.8,1441,48.8,200,0
"3018","L",300.5,309.8,1305,51.7,202,0
"3019","M",300.5,309.8,1566,35.9,204,0
"3020","L",300.5,309.8,1379,54.2,207,1
"3021","L",300.4,309.6,1543,38.1,209,0
"3022","L",300.5,309.8,1421,49.6,211,0
"3023","L",300.5,309.6,1760,30.6,213,0
"3024","L",300.4,309.5,1711,29.2,215,0
"3025","L",300.5,309.6,1465,41.6,217,0
"3026","L",300.5,309.6,1366,50.2,219,0
"3027","M",300.4,309.5,1888,21.9,221,0
"3028","L",300.5,309.5,1777,23.6,0,0
"3029","L",300.5,309.5,1379,55.6,2,0
"3030","L",300.4,309.5,1525,51.3,4,0
"3031","M",300.4,309.6,1563,34,6,0
"3032","M",300.5,309.7,1389,43.3,9,0
"3033","M",300.6,309.8,1447,42.9,12,0
"3034","M",300.6,309.7,1934,22.8,15,0
"3035","H",300.6,309.7,1470,43.8,18,0
"3036","M",300.6,309.7,1428,42.6,23,0
"3037","L",300.4,309.6,1319,48.1,26,0
"3038","L",300.5,309.7,1887,24.3,28,0
"3039","L",300.4,309.5,1349,50.4,30,0
"3040","M",300.3,309.5,1665,31.4,32,0
"3041","L",300.3,309.5,1474,38.7,35,0
"3042","L",300.4,309.5,1543,38.9,37,0
"3043","M",300.2,309.4,1459,43.9,39,0
"3044","L",300.3,309.5,1551,37.9,42,0
"3045","L",300.2,309.4,1981,21.4,44,0
"3046","L",300.2,309.4,1526,35.3,46,0
"3047","M",300.2,309.4,1501,40,48,0
"3048","L",300.2,309.4,1558,38.3,51,0
"3049","L",300.2,309.3,1532,43.2,53,0
"3050","L",300.1,309.2,1326,55.9,55,0
"3051","L",300.2,309.2,1431,51.3,57,0
"3052","L",300.2,309.3,1366,49.3,59,0
"3053","L",300.1,309.2,1421,42.5,61,0
"3054","H",300.2,309.3,1506,35.6,63,0
"3055","H",300.2,309.3,1342,48.7,68,0
"3056","L",300.1,309.2,1427,37.6,73,0
"3057","L",300.2,309.2,1667,29.9,75,0
"3058","L",300.1,309.1,1400,46.7,77,0
"3059","L",300,309,1709,32.1,79,0
"3060","M",300,309,1368,45.8,81,0
"3061","L",300,309.1,1882,23.8,84,0
"3062","L",300.1,309.1,1353,58.7,86,0
"3063","L",299.9,309,1553,40,88,0
"3064","L",300,309.1,1431,45.4,90,0
"3065","M",300.1,309.1,1731,30.4,92,0
"3066","M",300.1,309.2,1687,27.7,95,0
"3067","M",300.1,309.2,1457,44.3,98,0
"3068","L",300.1,309.2,1533,37,101,0
"3069","H",300,309,1622,31.8,103,0
"3070","L",300,309.1,1791,28.2,108,0
"3071","L",300,309.1,1631,28.3,110,0
"3072","L",300,309,2174,16.9,112,0
"3073","L",300.1,309,1314,58.2,114,0
"3074","L",300.1,309.1,1478,46.9,116,0
"3075","L",300.1,309.2,1783,27.3,118,0
"3076","M",300.1,309.2,1385,46.1,120,0
"3077","L",300,309.2,1444,43.6,123,0
"3078","L",300.1,309.3,1841,23,125,0
"3079","M",300.1,309.4,1349,56.2,127,0
"3080","L",300.1,309.3,1340,56,130,0
"3081","M",299.9,309.2,1539,43.2,132,0
"3082","M",300,309.3,1932,21.8,135,0
"3083","M",300,309.3,1407,43.9,138,0
"3084","L",300.1,309.3,1712,28.5,141,0
"3085","H",300.1,309.4,1329,55.2,143,0
"3086","L",300.1,309.2,1441,42.9,148,0
"3087","L",300,309.2,1610,32.1,150,0
"3088","M",300,309.1,1474,45.2,152,0
"3089","M",300,309.1,1624,30.8,155,0
"3090","H",300.1,309.3,1520,38.2,158,0
"3091","H",300.1,309.3,1448,45.8,163,0
"3092","L",300,309.3,1558,29.7,168,0
"3093","M",300,309.3,2293,16.3,170,0
"3094","L",300,309.3,1397,51.2,173,0
"3095","L",300,309.3,1972,22,175,0
"3096","M",299.9,309.2,1574,36.5,177,0
"3097","L",299.9,309.2,1560,38.9,180,0
"3098","M",299.9,309.2,1353,49.8,182,0
"3099","M",299.9,309.2,1389,51.2,185,0
"3100","M",299.9,309.1,1513,43.8,188,0
"3101","L",299.8,309.1,1578,42.1,191,0
"3102","H",299.8,309,1467,37.3,193,0
"3103","L",299.9,309.1,1412,48.3,198,0
"3104","L",299.8,309.1,1668,30.3,200,0
"3105","M",299.8,309.2,1678,29.8,202,0
"3106","L",299.8,309.1,1612,35.4,205,0
"3107","L",299.8,309.1,1485,39.9,207,0
"3108","M",299.8,309.1,1456,39.4,209,0
"3109","L",299.8,309.2,1504,38.7,212,0
